100 0.16347395680138993
300 0.2021375337469133
700 0.22666192345529956
1500 0.1867138613630468
3100 0.12078485308140893
6300 0.06178427719918683
12700 0.030441756940545617
25500 0.05183633026759155
51100 0.03565884538277685
102300 0.021199191103886954
204700 0.01801526867925353
409500 0.02030566923156151
819100 0.030669711058709505
1638300 0.019733185816603306
3276700 0.024750681344715614
6553500 0.01861604959073024
13107100 0.01679192428134414
26214300 0.015754183490105315
52428700 0.017023614546209653
104857500 0.01620677430795157
