100 0.16073975044563282
300 0.11947551440784956
700 0.09600925620238926
1500 0.07517894752737955
3100 0.05400851525699624
6300 0.03552953854790187
12700 0.04991523142408938
25500 0.20785587557229476
51100 0.3461840801528305
102300 0.45138751704059626
204700 0.5081065106863041
409500 0.5403861809105759
819100 0.5469767364176756
1638300 0.5719450882777877
3276700 0.6125566492572839
6553500 0.6674878078882911
13107100 0.7119800207259428
26214300 0.7466416255794687
52428700 0.7695065356893542
104857500 0.7576343138792485
