100 0.04896330021178042
300 0.08000436818927231
700 0.09139348417014385
1500 0.09597751390641876
3100 0.09805229719130915
6300 0.09904129258766123
12700 0.09952434466126918
25500 0.09976308626332997
51100 0.09988177030032955
102300 0.09994094177911911
204700 0.09997048502646502
409500 0.0999852460449215
819100 0.0999926239050661
1638300 0.0999963121731448
3276700 0.09999815614172038
6553500 0.09999907808464656
13107100 0.0999995390457698
26214300 0.09999976952374652
52428700 0.09999988476208867
104857500 0.09999994238109819
