100 0.14587835134053623
300 0.10181230276901196
700 0.07820941395439962
1500 0.056965745716881275
3100 0.04558049764016551
6300 0.031555649438714986
12700 0.022814865095538848
25500 0.03760816478344123
51100 0.05472619024088632
102300 0.05893442907322566
204700 0.058800597971012974
409500 0.058323637386391236
819100 0.04547612323828343
1638300 0.03995543485488695
3276700 0.0313242030825108
6553500 0.028075185978566897
13107100 0.01577926202053322
26214300 0.028732275322269463
52428700 0.038652327755719085
104857500 0.04864659649080266
