100 0.04718887555022009
300 0.05758367038535046
700 0.08022983861092745
1500 0.14232203079472142
3100 0.4933783531231438
6300 0.7052764505191687
12700 0.8340155455146765
25500 0.9078725415324724
51100 0.7407387343273635
102300 0.7688709643092053
204700 0.7967892028938689
409500 0.8169358975299263
819100 0.744225674548355
1638300 0.8041666666725222
3276700 0.7530235450370006
6553500 0.7710642786314066
13107100 0.8105513996234877
26214300 0.9050739672622241
52428700 0.7421036665032978
104857500 0.7436743890518152
