100 0.07791085506367496
300 0.044169621156376127
700 0.032138141894239455
1500 0.029116844430094095
3100 0.033062080210315634
6300 0.06870729448725213
12700 0.04016675744819975
25500 0.0361840310801949
51100 0.03998886382974746
102300 0.021573175599080646
204700 0.019170740626914567
409500 0.0169153468987377
819100 0.020255983135349154
1638300 0.04036060942175532
3276700 0.03768725006762613
6553500 0.04185122884167786
13107100 0.03363098939576725
26214300 0.030509330922051242
52428700 0.018706960037659818
104857500 0.015656130410169798
